# aris_PSv14k1_v3.1.0, 30 March 2022,,,,,,,,,,,,,,,,,,,,,,,,,
# Preseparator solution with no compression (k=1) and 2-doublets in place of CIQT4,,,,,,,,,,,,,,,,,,,,,,,,,,
#   WIQ4,5,7 swap occured where WIQ7 has sext and oct off (i.e. not allowed),,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
# Below are field gradients for each  magnetic beam rigidity (Brho),,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
# Format of data described as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,
#  (Lines starting with # are comments. Values are comma delimited.),,,,,,,,,,,,,,,,,,,,,,,,,,
# First non-comment row is string that signifies format version,,,,,,,,,,,,,,,,,,,,,,,,,,
# Next row has column names and Brho values [T-m] corresponding to field settings,,,,,,,,,,,,,,,,,,,,,,,,,,
# Rows that follow have element name; radii R [m]; n-multipole order; currents at Brho1; Brho2; etc.,,,,,,,,,,,,,,,,,,,,,,,,,,
# Definition of gradient:  GRAD = B-field/R^(n-1)  =>  field gradient [T/m^(n-1)]; n=1 dipole; n=2 quad; etc.,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#       R = bend radius for n=1; multipole reference radius R for n>1   (referred to as pole-tip radius in COSY manual),,,,,,,,,,,,,,,,,,,,,,,,,,
# name; radius; multipole order; Brho1; Brho2; etc.,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#-----,,,,,,,,,,,,,,,,,,,,,,,,,,
FS_F1S2:OCT_D1311,0.1937,4,-0.064718,-0.129436,-0.194154,-0.258873,-0.323591,-0.388309,-0.453027,-0.517745,-0.582463,-0.647182,-0.7119,-0.776618,-0.841336,-0.906054,-0.970772,-1.03549,-1.100209,-1.164927,-1.229645,-1.294363,-1.359081,-1.423799,-1.488518,-1.553236
FS_F1S2:Q_D1338,0.1937,2,2.30389,4.714054,7.141754,9.322153,10.912267,14.612329,15.674596,17.537933,20.65961,23.217426,25.021352,27.516959,29.797707,32.084309,34.483722,36.605574,38.785071,40.99612,43.229668,44.435036,47.50136,50.769414,52.292599,54.430741
FS_F1S2:S_D1338,0.1937,3,0.218098,0.436197,0.654295,0.872393,1.090491,1.30859,1.526688,1.744786,1.962884,2.180983,2.399081,2.617179,2.835277,3.053376,3.271474,3.489572,3.70767,3.925769,4.143867,4.361965,4.580063,4.799679,5.019646,5.239881
FS_F1S2:OCT_D1338,0.1937,4,0.068188,0.136376,0.204564,0.272752,0.34094,0.409128,0.477316,0.545504,0.613691,0.681879,0.750067,0.818255,0.886443,0.954631,1.022819,1.091007,1.159195,1.227383,1.295571,1.363759,1.431947,1.500135,1.568323,1.636511
FS_F1S2:Q_D1349,0.1937,2,-1.445657,-2.802743,-4.234658,-5.196867,-6.103839,-8.321641,-8.697647,-9.149556,-10.790218,-12.565716,-12.951432,-14.18743,-15.400472,-16.497126,-17.842937,-19.017425,-20.069916,-21.446976,-22.682323,-23.211638,-24.766636,-26.6276,-27.253758,-28.42792
FS_F1S2:S_D1349,0.1937,3,-0.234818,-0.469636,-0.704454,-0.939272,-1.17409,-1.408908,-1.643726,-1.878544,-2.113362,-2.34818,-2.582997,-2.817815,-3.052633,-3.287451,-3.522269,-3.757087,-3.991905,-4.227083,-4.464617,-4.70264,-4.941115,-5.180002,-5.419264,-5.658862
FS_F1S2:OCT_D1349,0.1937,4,-0.068471,-0.136943,-0.205414,-0.273886,-0.342357,-0.410828,-0.4793,-0.547771,-0.616243,-0.684714,-0.753185,-0.821657,-0.890128,-0.9586,-1.027071,-1.095542,-1.164014,-1.232485,-1.300957,-1.369428,-1.4379,-1.506371,-1.574842,-1.643314
FS_F1S2:Q_D1361,0.1937,2,-0.195502,-0.464659,-0.724784,-0.939947,-0.993881,-1.272494,-1.247146,-1.649995,-1.889339,-2.025427,-2.272535,-2.478372,-2.618334,-2.814212,-3.066299,-3.245693,-3.390058,-3.638492,-3.81332,-3.992309,-4.168919,-4.437614,-4.593161,-4.776765
FS_F1S2:S_D1361,0.1937,3,0.145549,0.291098,0.436647,0.582196,0.727745,0.873294,1.018843,1.164392,1.309941,1.45549,1.601039,1.746588,1.892137,2.037686,2.183235,2.328784,2.474333,2.619882,2.765431,2.91098,3.056529,3.202078,3.347627,3.493176
FS_F1S2:OCT_D1361,0.1937,4,0.064565,0.12913,0.193696,0.258261,0.322826,0.387391,0.451956,0.516522,0.581087,0.645652,0.710217,0.774782,0.839348,0.903913,0.968478,1.033043,1.097608,1.162174,1.226739,1.291304,1.355869,1.420435,1.485,1.549565
FS_F1S2:Q_D1430,0.0635,2,0.001107,0.002214,0.003322,0.004429,0.005536,0.006643,0.00775,0.008858,0.009965,0.011072,0.012179,0.013286,0.014394,0.015501,0.016608,0.017715,0.018822,0.01993,0.021037,0.022144,0.023251,0.024358,0.025466,0.026573
FS_F1S2:Q_D1436,0.0635,2,-0.046259,-0.092518,-0.138778,-0.185037,-0.231296,-0.277555,-0.323815,-0.370074,-0.416333,-0.462592,-0.508852,-0.555111,-0.60137,-0.647629,-0.693889,-0.740148,-0.786407,-0.832666,-0.878926,-0.925185,-0.971444,-1.017703,-1.063962,-1.110222
FS_F1S2:Q_D1446,0.0635,2,0.309063,0.618126,0.927189,1.236276,1.545452,1.854667,2.163901,2.473136,2.782412,3.091806,3.401393,3.711221,4.021219,4.331283,4.641311,4.951299,5.261394,5.571758,5.882541,6.193779,6.505438,6.817482,7.130093,7.444251
FS_F1S2:Q_D1452,0.0635,2,-0.289994,-0.579989,-0.869983,-1.159983,-1.450068,-1.740195,-2.030345,-2.320501,-2.610666,-2.900897,-3.191257,-3.481808,-3.772566,-4.063455,-4.35439,-4.645287,-4.936147,-5.227096,-5.518265,-5.809785,-6.101711,-6.394016,-6.686671,-6.97968
